trade_n,closed_dt,symbol,status,realized_r,pnl_dollars,capital,peak,drawdown_pct,in_drawdown
149,2026-05-08 02:54:15.392700+00:00,V,expired,1.02,144.62,14319.87,14767.6,-3.03,True
150,2026-05-08 02:54:15.397592+00:00,V,expired,0.615,88.0,14407.87,14767.6,-2.44,True
151,2026-05-08 02:54:15.398383+00:00,V,expired,0.998,143.76,14551.63,14767.6,-1.46,True
152,2026-05-08 02:54:15.399321+00:00,V,hit_target,1.15,167.34,14718.97,14767.6,-0.33,True
153,2026-05-08 02:54:15.401884+00:00,V,hit_target,1.15,169.27,14888.24,14888.24,0.0,False
154,2026-05-08 02:54:15.403963+00:00,V,expired,0.601,89.42,14977.66,14977.66,0.0,False
155,2026-05-08 02:54:15.405113+00:00,V,expired,0.164,24.58,15002.24,15002.24,0.0,False
156,2026-05-08 02:54:15.406738+00:00,V,expired,0.64,96.0,15098.25,15098.25,0.0,False
157,2026-05-08 02:54:15.442272+00:00,V,hit_stop,-1.0,-150.98,14947.26,15098.25,-1.0,True
158,2026-05-08 02:54:15.448140+00:00,V,hit_target,1.15,171.89,15119.16,15119.16,0.0,False
159,2026-05-08 02:54:15.453650+00:00,V,expired,0.458,69.28,15188.44,15188.44,0.0,False
160,2026-05-08 02:54:15.454442+00:00,V,expired,0.148,22.52,15210.96,15210.96,0.0,False
161,2026-05-08 02:54:15.455198+00:00,V,hit_target,1.22,185.57,15396.53,15396.53,0.0,False
162,2026-05-08 02:54:15.456121+00:00,V,hit_stop,-1.0,-153.97,15242.57,15396.53,-1.0,True
163,2026-05-08 02:54:15.458385+00:00,V,hit_target,1.15,175.29,15417.86,15417.86,0.0,False
164,2026-05-08 02:54:15.463936+00:00,V,hit_stop,-1.0,-154.18,15263.68,15417.86,-1.0,True
165,2026-05-08 02:54:15.479475+00:00,V,expired,0.891,135.95,15399.63,15417.86,-0.12,True
166,2026-05-08 02:54:15.480183+00:00,V,hit_stop,-1.0,-154.0,15245.63,15417.86,-1.12,True
167,2026-05-08 02:54:15.522646+00:00,V,hit_stop,-1.0,-152.46,15093.18,15417.86,-2.11,True
168,2026-05-08 02:54:15.523133+00:00,V,hit_stop,-1.0,-150.93,14942.25,15417.86,-3.08,True
169,2026-05-08 02:54:16.373287+00:00,JPM,hit_stop,-1.0,-149.42,14792.82,15417.86,-4.05,True
170,2026-05-08 02:54:16.374155+00:00,JPM,hit_stop,-1.0,-147.93,14644.9,15417.86,-5.01,True
171,2026-05-08 02:54:16.402302+00:00,JPM,expired,0.61,89.31,14734.2,15417.86,-4.43,True
172,2026-05-08 02:54:16.403120+00:00,JPM,expired,0.667,98.26,14832.47,15417.86,-3.8,True
173,2026-05-08 02:54:16.405529+00:00,JPM,hit_target,1.15,170.57,15003.04,15417.86,-2.69,True
174,2026-05-08 02:54:16.410512+00:00,JPM,hit_target,1.15,172.53,15175.57,15417.86,-1.57,True
175,2026-05-08 02:54:16.412926+00:00,JPM,hit_stop,-1.0,-151.76,15023.82,15417.86,-2.56,True
176,2026-05-08 02:54:16.413349+00:00,JPM,hit_stop,-1.0,-150.24,14873.58,15417.86,-3.53,True
177,2026-05-08 02:54:16.415389+00:00,JPM,expired,0.631,93.82,14967.4,15417.86,-2.92,True
178,2026-05-08 02:54:16.416210+00:00,JPM,expired,0.494,73.93,15041.32,15417.86,-2.44,True
