run,final_capital,total_return_pct,max_drawdown_pct,max_consec_losses
457,18312.73,83.13,-8.99,10
458,17299.06,72.99,-8.59,9
459,40076.8,300.77,-5.93,4
460,19735.26,97.35,-10.17,12
461,19641.39,96.41,-7.18,6
462,30916.64,209.17,-6.79,7
463,22960.56,129.61,-8.5,9
464,22762.95,127.63,-7.61,7
465,15070.15,50.7,-11.94,7
466,19808.26,98.08,-6.37,8
467,25753.37,157.53,-5.85,6
468,22100.86,121.01,-7.94,9
469,36299.9,263.0,-6.45,6
470,28232.53,182.33,-4.9,5
471,25766.69,157.67,-5.73,5
472,26415.15,164.15,-9.34,6
473,24508.82,145.09,-12.61,11
474,29570.09,195.7,-5.23,5
475,28881.3,188.81,-12.0,7
476,31845.34,218.45,-5.34,5
477,27582.37,175.82,-20.07,7
478,18682.44,86.82,-9.85,7
479,21997.3,119.97,-9.12,7
480,22848.44,128.48,-8.88,10
481,29361.18,193.61,-7.72,9
482,22188.46,121.88,-7.56,7
483,20438.4,104.38,-11.61,7
484,24250.81,142.51,-12.09,8
485,21860.7,118.61,-9.42,10
486,27602.09,176.02,-8.16,6
487,24556.91,145.57,-8.65,9
488,33551.34,235.51,-8.78,8
489,27107.67,171.08,-8.68,8
490,18553.1,85.53,-8.58,6
491,17326.25,73.26,-9.45,6
492,36147.78,261.48,-10.78,9
493,17000.63,70.01,-13.33,7
494,35008.27,250.08,-7.15,5
495,27013.03,170.13,-11.86,7
496,23908.23,139.08,-9.45,6
497,19855.45,98.55,-8.81,6
498,23671.84,136.72,-11.6,7
499,20344.84,103.45,-10.58,7
500,26371.48,163.71,-6.82,5
501,16302.57,63.03,-14.11,6
502,30017.99,200.18,-6.2,6
503,26018.4,160.18,-7.81,8
504,31232.29,212.32,-9.56,10
505,21853.5,118.53,-9.55,7
506,18147.26,81.47,-9.39,6
507,11670.27,16.7,-9.38,9
508,20709.08,107.09,-8.72,8
509,15237.81,52.38,-9.19,7
510,29760.51,197.61,-7.44,6
511,27234.19,172.34,-11.02,9
512,27817.4,178.17,-7.14,8
513,21171.98,111.72,-10.16,7
514,18295.74,82.96,-7.01,6
515,22673.85,126.74,-7.51,6
516,29245.94,192.46,-7.65,5
517,22959.46,129.59,-10.93,6
518,19764.35,97.64,-7.44,7
519,28566.75,185.67,-4.99,5
520,24386.97,143.87,-9.71,6
521,17046.75,70.47,-8.51,7
522,18344.62,83.45,-7.76,7
523,20229.38,102.29,-6.2,7
524,20314.59,103.15,-8.65,9
525,22278.95,122.79,-11.83,6
