trade_n,closed_dt,symbol,status,realized_r,pnl_dollars,capital,peak,drawdown_pct,in_drawdown
161,2026-05-08 15:41:37.914472+00:00,JPM,hit_stop,-1.045,-170.51,16139.41,17033.66,-5.25,True
162,2026-05-08 15:41:37.918232+00:00,JPM,hit_target,1.123,181.22,16320.63,17033.66,-4.19,True
163,2026-05-08 15:41:37.919569+00:00,JPM,expired,1.023,167.02,16487.65,17033.66,-3.21,True
164,2026-05-08 15:41:37.922331+00:00,JPM,hit_stop,-1.062,-175.16,16312.49,17033.66,-4.23,True
165,2026-05-08 15:41:37.931524+00:00,JPM,expired,-0.182,-29.76,16282.73,17033.66,-4.41,True
166,2026-05-08 15:41:37.934005+00:00,JPM,hit_target,1.389,226.2,16508.92,17033.66,-3.08,True
167,2026-05-08 15:41:37.934474+00:00,JPM,hit_target,1.577,260.35,16769.28,17033.66,-1.55,True
168,2026-05-08 15:41:37.944315+00:00,JPM,hit_stop,-1.089,-182.54,16586.74,17033.66,-2.62,True
169,2026-05-08 15:41:37.966069+00:00,JPM,expired,0.198,32.83,16619.57,17033.66,-2.43,True
170,2026-05-08 15:41:37.966927+00:00,JPM,hit_stop,-1.049,-174.36,16445.22,17033.66,-3.45,True
171,2026-05-08 15:41:38.769976+00:00,UNH,hit_target,1.8,296.04,16741.26,17033.66,-1.72,True
172,2026-05-08 15:41:38.777707+00:00,UNH,hit_target,1.898,317.82,17059.08,17059.08,0.0,False
173,2026-05-08 15:41:38.778263+00:00,UNH,hit_target,2.481,423.23,17482.31,17482.31,0.0,False
174,2026-05-08 15:41:38.779266+00:00,UNH,hit_stop,-1.048,-183.3,17299.01,17482.31,-1.05,True
175,2026-05-08 15:41:38.799798+00:00,UNH,expired,0.625,108.1,17407.12,17482.31,-0.43,True
176,2026-05-08 15:41:38.802649+00:00,UNH,hit_stop,-1.041,-181.23,17225.89,17482.31,-1.47,True
177,2026-05-08 15:41:38.814713+00:00,UNH,hit_stop,-1.098,-189.16,17036.72,17482.31,-2.55,True
178,2026-05-08 15:41:38.821867+00:00,UNH,hit_stop,-1.037,-176.64,16860.08,17482.31,-3.56,True
179,2026-05-08 15:41:38.822746+00:00,UNH,hit_stop,-1.024,-172.71,16687.37,17482.31,-4.55,True
180,2026-05-08 15:41:38.835462+00:00,UNH,hit_target,2.926,488.23,17175.6,17482.31,-1.75,True
181,2026-05-08 15:41:38.851277+00:00,UNH,hit_target,1.273,218.67,17394.27,17482.31,-0.5,True
182,2026-05-08 15:41:38.856661+00:00,UNH,expired,0.448,77.96,17472.23,17482.31,-0.06,True
183,2026-05-08 15:41:38.876696+00:00,UNH,hit_target,1.228,214.57,17686.81,17686.81,0.0,False
184,2026-05-08 15:41:39.695548+00:00,MA,hit_stop,-1.161,-205.38,17481.42,17686.81,-1.16,True
185,2026-05-08 15:41:39.699667+00:00,MA,hit_stop,-1.059,-185.17,17296.26,17686.81,-2.21,True
186,2026-05-08 15:41:39.700434+00:00,MA,hit_stop,-1.055,-182.53,17113.73,17686.81,-3.24,True
187,2026-05-08 15:41:39.709089+00:00,MA,hit_stop,-1.062,-181.72,16932.0,17686.81,-4.27,True
188,2026-05-08 15:41:39.709892+00:00,MA,hit_stop,-1.046,-177.03,16754.97,17686.81,-5.27,True
189,2026-05-08 15:41:39.712697+00:00,MA,hit_target,1.505,252.23,17007.21,17686.81,-3.84,True
190,2026-05-08 15:41:39.713220+00:00,MA,hit_target,1.421,241.74,17248.95,17686.81,-2.48,True
191,2026-05-08 15:41:39.719298+00:00,MA,hit_stop,-1.068,-184.25,17064.7,17686.81,-3.52,True
192,2026-05-08 15:41:39.719578+00:00,MA,hit_stop,-1.264,-215.67,16849.03,17686.81,-4.74,True
