trade_n,closed_dt,symbol,status,realized_r,pnl_dollars,capital,peak,drawdown_pct,in_drawdown
242,2026-05-09 03:33:21.622918+00:00,COST,expired,0.53,119.58,22676.76,22785.04,-0.48,True
243,2026-05-09 03:33:21.628095+00:00,COST,hit_stop,-1.0,-226.77,22450.0,22785.04,-1.47,True
244,2026-05-09 03:33:21.635724+00:00,COST,expired,1.277,286.6,22736.6,22785.04,-0.21,True
245,2026-05-09 03:33:21.637279+00:00,COST,hit_stop,-1.0,-227.37,22509.23,22785.04,-1.21,True
246,2026-05-09 03:33:21.639653+00:00,COST,hit_stop,-1.0,-225.09,22284.14,22785.04,-2.2,True
247,2026-05-09 03:33:21.653720+00:00,COST,expired,0.702,156.41,22440.55,22785.04,-1.51,True
248,2026-05-09 03:33:21.654423+00:00,COST,hit_stop,-1.0,-224.41,22216.15,22785.04,-2.5,True
249,2026-05-09 03:33:21.655454+00:00,COST,hit_stop,-1.0,-222.16,21993.98,22785.04,-3.47,True
250,2026-05-09 03:33:21.664311+00:00,COST,hit_target,2.38,523.46,22517.44,22785.04,-1.17,True
251,2026-05-09 03:33:21.686895+00:00,COST,hit_stop,-1.0,-225.17,22292.27,22785.04,-2.16,True
252,2026-05-09 03:33:21.729048+00:00,COST,hit_target,1.43,318.78,22611.05,22785.04,-0.76,True
253,2026-05-09 03:33:21.730214+00:00,COST,hit_stop,-1.0,-226.11,22384.94,22785.04,-1.76,True
254,2026-05-09 03:33:21.732428+00:00,COST,expired,-0.191,-42.71,22342.23,22785.04,-1.94,True
255,2026-05-09 03:33:21.733774+00:00,COST,hit_stop,-1.0,-223.42,22118.8,22785.04,-2.92,True
