run,final_capital,total_return_pct,max_drawdown_pct,max_consec_losses
631,9655.59,-3.44,-6.31,6
632,9342.9,-6.57,-7.96,6
633,9826.55,-1.73,-5.85,6
634,9594.86,-4.05,-5.72,5
635,9741.56,-2.58,-7.25,6
636,9101.1,-8.99,-8.99,6
637,9876.89,-1.23,-7.73,8
638,9754.96,-2.45,-6.31,5
639,9964.83,-0.35,-3.45,3
640,9766.48,-2.34,-7.03,6
641,9427.92,-5.72,-6.79,7
642,10308.49,3.08,-2.97,3
643,9693.6,-3.06,-6.9,5
644,9476.42,-5.24,-6.31,5
645,9147.91,-8.52,-8.52,6
646,9158.71,-8.41,-10.47,11
647,9171.31,-8.29,-8.29,6
648,9333.7,-6.66,-6.66,4
649,10582.36,5.82,-3.94,4
650,9655.59,-3.44,-3.69,3
651,9500.65,-4.99,-6.77,6
652,10624.02,6.24,-4.9,5
653,10626.31,6.26,-2.97,3
654,10229.57,2.3,-2.36,2
655,9927.69,-0.72,-5.85,6
656,9680.29,-3.2,-5.72,5
657,9158.71,-8.41,-8.88,9
658,9680.29,-3.2,-6.79,7
659,9440.89,-5.59,-9.56,10
660,10449.65,4.5,-2.97,3
661,10975.31,9.75,-3.94,4
662,8600.58,-13.99,-13.99,15
663,9914.05,-0.86,-7.03,6
664,9331.88,-6.68,-7.96,6
665,9666.99,-3.33,-7.25,6
666,10165.23,1.65,-4.19,4
667,9500.65,-4.99,-5.96,5
668,9962.89,-0.37,-6.79,7
669,9333.7,-6.66,-6.66,4
670,8909.43,-10.91,-10.91,8
671,9594.86,-4.05,-6.44,5
672,9886.62,-1.13,-5.85,6
673,9619.4,-3.81,-6.79,7
674,9754.96,-2.45,-5.48,5
675,9606.18,-3.94,-5.01,5
676,9630.75,-3.69,-3.94,4
677,9392.78,-6.07,-8.65,9
678,9113.62,-8.86,-8.86,7
679,9693.6,-3.06,-5.01,4
680,9666.99,-3.33,-5.14,4
681,9171.31,-8.29,-8.29,8
682,9416.81,-5.83,-6.42,4
683,9606.18,-3.94,-7.73,8
684,9863.32,-1.37,-3.58,3
685,9666.99,-3.33,-5.85,6
686,9333.7,-6.66,-8.41,6
687,8841.23,-11.59,-11.59,12
688,9632.63,-3.67,-8.07,8
689,10027.91,0.28,-2.97,3
690,9344.72,-6.55,-8.76,6
691,9741.56,-2.58,-5.85,6
692,10388.01,3.88,-2.97,3
693,9691.72,-3.08,-6.79,7
694,9851.69,-1.48,-4.41,4
695,9344.72,-6.55,-8.88,7
696,9090.37,-9.1,-9.1,7
697,9951.14,-0.49,-3.94,4
698,9500.65,-4.99,-5.48,5
699,9951.14,-0.49,-6.09,6
700,9344.72,-6.55,-7.96,5
701,9333.7,-6.66,-7.83,5
702,10478.64,4.79,-2.97,3
703,10016.08,0.16,-4.9,5
704,9657.27,-3.43,-5.96,6
705,9171.31,-8.29,-11.36,12
